ID,date,history,reopenings,comments,numWords,score1,score2
ZEPPELIN-1765,2016-12-07,,0,0,2,1,-1
ZEPPELIN-1764,2016-12-07,,0,5,151,2,-1
ZEPPELIN-1763,2016-12-07,"Date: 2016-12-17T08:05:33.621-08:00, From: Open To: Resolved",0,7,419,2,-2
ZEPPELIN-1762,2016-12-06,,0,1,44,1,-1
ZEPPELIN-1761,2016-12-06,,0,32,2330,1,-2
ZEPPELIN-1760,2016-12-06,,0,0,2,1,-1
ZEPPELIN-1759,2016-12-06,,0,0,2,1,-1
ZEPPELIN-1758,2016-12-05,"Date: 2017-01-02T12:29:25.772-08:00, From: Open To: Resolved",0,13,571,2,-2
ZEPPELIN-1757,2016-12-05,"Date: 2016-12-29T07:09:51.092-08:00, From: Open To: Resolved",0,21,1459,3,-3
ZEPPELIN-1756,2016-12-05,,0,1,84,1,-1
ZEPPELIN-1755,2016-12-05,,0,0,2,1,-1
ZEPPELIN-1754,2016-12-05,"Date: 2016-12-09T12:36:18.496-08:00, From: Open To: Resolved",0,5,291,1,-2
ZEPPELIN-1753,2016-12-05,"Date: 2016-12-14T18:59:22.551-08:00, From: Open To: Resolved",0,11,1153,2,-2
ZEPPELIN-1752,2016-12-05,,0,3,137,2,-2
ZEPPELIN-1751,2016-12-05,"Date: 2017-02-08T01:57:05.924-08:00, From: Open To: Closed",0,5,84,1,-1
ZEPPELIN-1750,2016-12-05,"Date: 2016-12-21T18:13:49.662-08:00, From: Open To: Closed",0,2,148,2,-2
ZEPPELIN-1749,2016-12-04,"Date: 2017-01-20T23:04:33.889-08:00, From: Open To: Resolved",0,5,425,1,-2
ZEPPELIN-1748,2016-12-04,,0,0,2,1,-1
ZEPPELIN-1747,2016-12-03,"Date: 2016-12-06T05:51:33.466-08:00, From: Open To: Resolved",0,8,535,2,-2
ZEPPELIN-1746,2016-12-03,"Date: 2017-02-19T00:40:59.214-08:00, From: Open To: Resolved",0,4,323,2,-2
ZEPPELIN-1745,2016-12-02,"Date: 2017-01-04T21:48:49.293-08:00, From: Open To: Resolved",0,28,2223,3,-2
ZEPPELIN-1744,2016-12-01,"Date: 2016-12-15T18:20:44.603-08:00, From: Open To: Resolved",0,9,471,2,-2
ZEPPELIN-1743,2016-12-01,"Date: 2016-12-07T05:03:57.844-08:00, From: Open To: Resolved",0,16,2332,3,-2
ZEPPELIN-1742,2016-12-01,"Date: 2016-12-03T07:42:58.666-08:00, From: Open To: Resolved",0,3,225,2,-2
ZEPPELIN-1741,2016-11-30,,0,7,264,2,-1
ZEPPELIN-1740,2016-11-30,"Date: 2016-12-03T07:45:18.873-08:00, From: Open To: Resolved",0,7,286,2,-2
ZEPPELIN-1739,2016-11-30,"Date: 2016-12-13T08:58:47.028-08:00, From: Open To: Resolved",0,0,2,1,-1
ZEPPELIN-1738,2016-11-30,"Date: 2016-12-29T02:58:48.415-08:00, From: Open To: In ProgressDate: 2017-02-13T00:31:14.260-08:00, From: In Progress To: Resolved",0,4,209,1,-1
ZEPPELIN-1737,2016-11-30,,0,14,686,3,-2
ZEPPELIN-1736,2016-11-30,"Date: 2016-11-30T07:26:43.086-08:00, From: Open To: In ProgressDate: 2017-01-01T00:26:30.879-08:00, From: In Progress To: Resolved",0,65,8621,4,-3
ZEPPELIN-1735,2016-11-29,"Date: 2016-11-29T23:53:40.970-08:00, From: Open To: ResolvedDate: 2017-02-17T20:23:31.088-08:00, From: Resolved To: ReopenedDate: 2017-12-27T16:12:15.265-08:00, From: Reopened To: Resolved",1,11,315,2,-2
ZEPPELIN-1734,2016-11-29,,0,4,136,1,-1
ZEPPELIN-1733,2016-11-29,,0,0,2,1,-1
ZEPPELIN-1732,2016-11-29,"Date: 2017-05-15T07:10:18.027-07:00, From: Open To: Resolved",0,5,185,2,-1
ZEPPELIN-1731,2016-11-29,"Date: 2017-01-09T23:10:49.530-08:00, From: Open To: Resolved",0,3,264,1,-2
ZEPPELIN-1730,2016-11-29,"Date: 2017-01-11T23:03:56.865-08:00, From: Open To: Resolved",0,21,1544,2,-2
ZEPPELIN-1729,2016-11-29,"Date: 2016-12-01T13:59:33.712-08:00, From: Open To: Closed",0,5,647,2,-2
ZEPPELIN-1728,2016-11-29,"Date: 2016-12-01T18:01:48.846-08:00, From: Open To: Resolved",0,13,947,2,-2
ZEPPELIN-1727,2016-11-29,"Date: 2016-12-01T08:01:39.061-08:00, From: Open To: Resolved",0,5,336,2,-2
ZEPPELIN-1726,2016-11-28,"Date: 2016-11-28T22:11:08.274-08:00, From: Open To: Resolved",0,2,36,1,-2
ZEPPELIN-1725,2016-11-28,"Date: 2016-11-29T20:58:13.222-08:00, From: Open To: Resolved",0,8,571,3,-2
ZEPPELIN-1724,2016-11-28,"Date: 2016-11-30T18:03:05.276-08:00, From: Open To: Resolved",0,3,200,1,-2
ZEPPELIN-1723,2016-11-28,"Date: 2017-01-09T21:07:46.163-08:00, From: Open To: Closed",0,7,372,1,-2
ZEPPELIN-1722,2016-11-28,"Date: 2017-01-03T18:38:32.284-08:00, From: Open To: Resolved",0,11,658,2,-2
ZEPPELIN-1721,2016-11-28,"Date: 2016-12-03T08:03:24.129-08:00, From: Open To: Resolved",0,4,345,1,-2
ZEPPELIN-1720,2016-11-28,"Date: 2017-03-23T21:44:22.364-07:00, From: Open To: Resolved",0,26,1398,3,-4
ZEPPELIN-1719,2016-11-28,"Date: 2016-11-28T06:01:07.739-08:00, From: Open To: Resolved",0,1,22,1,-1
ZEPPELIN-1718,2016-11-28,"Date: 2016-12-27T19:24:59.163-08:00, From: Open To: Resolved",0,25,1753,3,-3
ZEPPELIN-1717,2016-11-28,,0,1,42,1,-1
ZEPPELIN-1716,2016-11-27,"Date: 2016-11-30T18:05:47.057-08:00, From: Open To: Resolved",0,6,496,2,-2
ZEPPELIN-1715,2016-11-26,,0,0,2,1,-1
